"class" "cap-color" "habitat" "ring-number" "odor"
"4931" "edible" "brown" "leaves" "one" "none"
"4932" "edible" "red" "waste" "two" "none"
"4933" "poison" "gray" "paths" "one" "foul"
"4934" "poison" "yellow" "grasses" "one" "foul"
"4935" "poison" "gray" "grasses" "one" "foul"
"4936" "poison" "yellow" "grasses" "one" "foul"
"4937" "poison" "gray" "paths" "one" "foul"
"4938" "poison" "gray" "grasses" "one" "foul"
"4939" "poison" "brown" "paths" "one" "spicy"
"4940" "edible" "buff" "waste" "two" "none"
"4941" "poison" "yellow" "woods" "one" "foul"
"4942" "poison" "gray" "paths" "one" "foul"
"4943" "poison" "gray" "paths" "one" "foul"
"4944" "poison" "yellow" "woods" "one" "foul"
"4945" "poison" "yellow" "grasses" "one" "foul"
"4946" "edible" "pink" "waste" "two" "none"
"4947" "poison" "brown" "woods" "one" "none"
"4948" "poison" "gray" "woods" "one" "foul"
"4949" "poison" "yellow" "woods" "one" "foul"
"4950" "poison" "gray" "paths" "one" "foul"
"4951" "poison" "buff" "urban" "one" "foul"
"4952" "edible" "buff" "waste" "two" "none"
"4953" "poison" "white" "urban" "one" "foul"
"4954" "poison" "gray" "paths" "one" "foul"
"4955" "poison" "yellow" "paths" "one" "foul"
"4956" "poison" "gray" "paths" "one" "foul"
"4957" "poison" "yellow" "grasses" "one" "foul"
"4958" "poison" "yellow" "woods" "one" "foul"
"4959" "poison" "buff" "urban" "one" "foul"
"4960" "poison" "gray" "paths" "one" "foul"
"4961" "poison" "gray" "woods" "one" "foul"
"4962" "poison" "yellow" "grasses" "one" "foul"
"4963" "poison" "yellow" "woods" "one" "foul"
"4964" "poison" "gray" "urban" "one" "foul"
"4965" "edible" "buff" "waste" "two" "none"
"4966" "edible" "pink" "waste" "two" "none"
"4967" "edible" "brown" "waste" "two" "none"
"4968" "poison" "pink" "grasses" "two" "none"
"4969" "poison" "gray" "paths" "one" "foul"
"4970" "poison" "yellow" "paths" "one" "foul"
"4971" "poison" "gray" "grasses" "one" "foul"
"4972" "poison" "gray" "woods" "one" "foul"
"4973" "poison" "yellow" "paths" "one" "foul"
"4974" "poison" "gray" "woods" "one" "foul"
"4975" "poison" "gray" "woods" "one" "foul"
"4976" "poison" "yellow" "woods" "one" "foul"
"4977" "poison" "yellow" "grasses" "one" "foul"
"4978" "poison" "yellow" "grasses" "one" "foul"
"4979" "poison" "yellow" "woods" "one" "foul"
"4980" "poison" "yellow" "paths" "one" "foul"
"4981" "poison" "gray" "grasses" "one" "foul"
"4982" "poison" "gray" "woods" "one" "foul"
"4983" "poison" "yellow" "paths" "one" "foul"
"4984" "poison" "yellow" "paths" "one" "foul"
"4985" "edible" "purple" "woods" "one" "none"
"4986" "poison" "gray" "grasses" "one" "foul"
"4987" "poison" "brown" "leaves" "one" "fishy"
"4988" "poison" "yellow" "grasses" "one" "foul"
"4989" "poison" "yellow" "paths" "one" "foul"
"4990" "poison" "gray" "grasses" "one" "foul"
"4991" "poison" "yellow" "woods" "one" "foul"
"4992" "poison" "yellow" "woods" "one" "foul"
"4993" "poison" "gray" "paths" "one" "foul"
"4994" "edible" "buff" "waste" "two" "none"
"4995" "poison" "gray" "paths" "one" "foul"
"4996" "poison" "yellow" "woods" "one" "foul"
"4997" "edible" "brown" "waste" "two" "none"
"4998" "poison" "gray" "paths" "one" "foul"
"4999" "poison" "gray" "woods" "one" "foul"
"5000" "poison" "brown" "paths" "one" "foul"
"5001" "poison" "yellow" "woods" "one" "foul"
"5002" "poison" "brown" "woods" "one" "none"
"5003" "poison" "buff" "grasses" "two" "none"
"5004" "poison" "yellow" "woods" "one" "foul"
"5005" "poison" "gray" "woods" "one" "foul"
"5006" "edible" "purple" "woods" "one" "none"
"5007" "poison" "yellow" "grasses" "one" "foul"
"5008" "poison" "yellow" "grasses" "one" "foul"
"5009" "poison" "yellow" "grasses" "one" "foul"
"5010" "poison" "yellow" "woods" "one" "foul"
"5011" "edible" "red" "waste" "two" "none"
"5012" "poison" "gray" "grasses" "one" "foul"
"5013" "poison" "yellow" "grasses" "one" "foul"
"5014" "poison" "yellow" "paths" "one" "foul"
"5015" "poison" "gray" "paths" "one" "foul"
"5016" "edible" "buff" "waste" "two" "none"
"5017" "poison" "yellow" "woods" "one" "foul"
"5018" "poison" "gray" "paths" "one" "foul"
"5019" "poison" "yellow" "woods" "one" "foul"
"5020" "poison" "yellow" "paths" "one" "foul"
"5021" "poison" "white" "urban" "one" "foul"
"5022" "poison" "gray" "woods" "one" "creosote"
"5023" "poison" "yellow" "woods" "one" "foul"
"5024" "edible" "purple" "woods" "one" "none"
"5025" "poison" "yellow" "woods" "one" "foul"
"5026" "poison" "gray" "woods" "one" "foul"
"5027" "poison" "yellow" "grasses" "one" "foul"
"5028" "poison" "yellow" "paths" "one" "foul"
"5029" "poison" "gray" "urban" "one" "foul"
"5030" "poison" "gray" "woods" "one" "foul"
"5031" "poison" "yellow" "paths" "one" "foul"
"5032" "poison" "yellow" "woods" "one" "foul"
"5033" "poison" "gray" "woods" "one" "foul"
"5034" "poison" "gray" "grasses" "one" "foul"
"5035" "poison" "gray" "woods" "one" "foul"
"5036" "poison" "gray" "grasses" "one" "foul"
"5037" "poison" "yellow" "paths" "one" "foul"
"5038" "poison" "gray" "grasses" "one" "foul"
"5039" "poison" "yellow" "woods" "one" "foul"
"5040" "poison" "gray" "paths" "one" "foul"
"5041" "poison" "yellow" "paths" "one" "foul"
"5042" "poison" "brown" "leaves" "one" "spicy"
"5043" "poison" "yellow" "paths" "one" "foul"
"5044" "poison" "yellow" "paths" "one" "foul"
"5045" "poison" "buff" "grasses" "one" "foul"
"5046" "poison" "gray" "woods" "one" "foul"
"5047" "poison" "yellow" "paths" "one" "foul"
"5048" "poison" "yellow" "paths" "one" "foul"
"5049" "poison" "gray" "woods" "one" "foul"
"5050" "poison" "yellow" "woods" "one" "foul"
"5051" "poison" "gray" "woods" "one" "foul"
"5052" "poison" "red" "leaves" "one" "fishy"
"5053" "edible" "buff" "waste" "two" "none"
"5054" "edible" "buff" "waste" "two" "none"
"5055" "poison" "gray" "woods" "one" "foul"
"5056" "poison" "yellow" "paths" "one" "foul"
"5057" "poison" "gray" "grasses" "one" "foul"
"5058" "poison" "gray" "grasses" "one" "foul"
"5059" "poison" "buff" "urban" "one" "foul"
"5060" "poison" "yellow" "paths" "one" "foul"
"5061" "poison" "white" "urban" "one" "foul"
"5062" "poison" "yellow" "paths" "one" "foul"
"5063" "poison" "gray" "paths" "one" "foul"
"5064" "poison" "white" "urban" "one" "foul"
"5065" "poison" "buff" "grasses" "one" "foul"
"5066" "poison" "white" "urban" "one" "foul"
"5067" "poison" "yellow" "woods" "one" "foul"
"5068" "poison" "gray" "paths" "one" "foul"
"5069" "poison" "yellow" "grasses" "one" "foul"
"5070" "poison" "gray" "paths" "one" "foul"
"5071" "edible" "white" "woods" "one" "none"
"5072" "edible" "red" "waste" "two" "none"
"5073" "poison" "gray" "grasses" "one" "foul"
"5074" "poison" "gray" "grasses" "one" "foul"
"5075" "poison" "brown" "leaves" "one" "fishy"
"5076" "poison" "gray" "paths" "one" "foul"
"5077" "poison" "gray" "paths" "one" "foul"
"5078" "poison" "yellow" "paths" "one" "foul"
"5079" "poison" "yellow" "woods" "one" "foul"
"5080" "edible" "red" "woods" "one" "none"
"5081" "poison" "yellow" "grasses" "one" "foul"
"5082" "poison" "yellow" "woods" "one" "foul"
"5083" "poison" "gray" "paths" "one" "foul"
"5084" "poison" "yellow" "grasses" "one" "foul"
"5085" "poison" "yellow" "paths" "one" "foul"
"5086" "poison" "yellow" "woods" "one" "none"
"5087" "poison" "yellow" "grasses" "one" "foul"
"5088" "edible" "cinnamon" "leaves" "one" "none"
"5089" "poison" "gray" "paths" "one" "foul"
"5090" "poison" "yellow" "paths" "one" "foul"
"5091" "poison" "gray" "woods" "one" "foul"
"5092" "poison" "gray" "paths" "one" "foul"
"5093" "poison" "yellow" "grasses" "one" "foul"
"5094" "poison" "yellow" "woods" "one" "foul"
"5095" "poison" "yellow" "woods" "one" "foul"
"5096" "poison" "yellow" "paths" "one" "foul"
"5097" "poison" "yellow" "woods" "one" "foul"
"5098" "poison" "pink" "grasses" "two" "none"
"5099" "edible" "pink" "waste" "two" "none"
"5100" "poison" "yellow" "paths" "one" "foul"
"5101" "poison" "yellow" "grasses" "one" "foul"
"5102" "edible" "buff" "waste" "two" "none"
"5103" "poison" "yellow" "woods" "one" "foul"
"5104" "poison" "white" "urban" "one" "foul"
"5105" "poison" "brown" "paths" "one" "spicy"
"5106" "poison" "brown" "woods" "one" "fishy"
"5107" "poison" "red" "paths" "one" "fishy"
"5108" "poison" "white" "leaves" "one" "none"
"5109" "poison" "gray" "urban" "one" "foul"
"5110" "edible" "cinnamon" "leaves" "one" "none"
"5111" "poison" "gray" "grasses" "one" "foul"
"5112" "poison" "yellow" "woods" "one" "foul"
"5113" "poison" "yellow" "paths" "one" "foul"
"5114" "edible" "pink" "waste" "two" "none"
"5115" "poison" "buff" "grasses" "one" "foul"
"5116" "poison" "gray" "grasses" "one" "foul"
"5117" "poison" "red" "paths" "one" "fishy"
"5118" "edible" "cinnamon" "leaves" "one" "none"
"5119" "poison" "white" "urban" "one" "foul"
"5120" "poison" "white" "grasses" "one" "foul"
"5121" "poison" "buff" "urban" "one" "foul"
"5122" "poison" "buff" "grasses" "one" "foul"
"5123" "edible" "cinnamon" "leaves" "one" "none"
"5124" "poison" "gray" "woods" "one" "foul"
"5125" "poison" "white" "grasses" "one" "foul"
"5126" "poison" "gray" "urban" "one" "foul"
"5127" "poison" "white" "leaves" "one" "none"
"5128" "poison" "gray" "urban" "one" "foul"
"5129" "poison" "white" "leaves" "one" "none"
"5130" "poison" "buff" "grasses" "one" "foul"
"5131" "poison" "white" "urban" "one" "foul"
"5132" "poison" "yellow" "woods" "one" "none"
"5133" "poison" "brown" "woods" "one" "spicy"
"5134" "poison" "brown" "woods" "one" "fishy"
"5135" "edible" "brown" "waste" "two" "none"
"5136" "edible" "buff" "waste" "two" "none"
"5137" "poison" "white" "grasses" "one" "foul"
"5138" "poison" "buff" "meadows" "two" "none"
"5139" "poison" "yellow" "paths" "one" "foul"
"5140" "poison" "gray" "grasses" "one" "foul"
"5141" "poison" "buff" "grasses" "two" "none"
"5142" "poison" "brown" "paths" "one" "foul"
"5143" "poison" "red" "paths" "one" "fishy"
"5144" "poison" "gray" "woods" "one" "foul"
"5145" "edible" "red" "waste" "two" "none"
"5146" "poison" "brown" "leaves" "one" "foul"
"5147" "poison" "yellow" "grasses" "one" "foul"
"5148" "poison" "brown" "woods" "one" "fishy"
"5149" "edible" "brown" "leaves" "one" "none"
"5150" "poison" "brown" "paths" "one" "foul"
"5151" "edible" "buff" "waste" "two" "none"
"5152" "edible" "brown" "waste" "two" "none"
"5153" "poison" "yellow" "paths" "one" "foul"
"5154" "poison" "buff" "meadows" "two" "none"
"5155" "poison" "brown" "woods" "one" "none"
"5156" "poison" "brown" "leaves" "one" "fishy"
"5157" "poison" "buff" "grasses" "one" "foul"
"5158" "poison" "buff" "grasses" "one" "foul"
"5159" "poison" "yellow" "paths" "one" "foul"
"5160" "poison" "gray" "grasses" "one" "foul"
"5161" "poison" "brown" "leaves" "one" "foul"
"5162" "poison" "buff" "grasses" "one" "foul"
"5163" "poison" "brown" "woods" "one" "none"
"5164" "edible" "red" "waste" "two" "none"
"5165" "poison" "buff" "grasses" "one" "foul"
"5166" "poison" "white" "grasses" "one" "foul"
"5167" "edible" "red" "waste" "two" "none"
"5168" "poison" "yellow" "paths" "one" "foul"
"5169" "poison" "brown" "woods" "one" "none"
"5170" "edible" "brown" "waste" "two" "none"
"5171" "poison" "gray" "grasses" "one" "foul"
"5172" "poison" "buff" "grasses" "one" "foul"
"5173" "poison" "buff" "grasses" "one" "foul"
"5174" "poison" "yellow" "grasses" "one" "foul"
"5175" "poison" "yellow" "woods" "one" "foul"
"5176" "edible" "pink" "waste" "two" "none"
"5177" "edible" "pink" "waste" "two" "none"
"5178" "poison" "white" "grasses" "two" "none"
"5179" "edible" "cinnamon" "leaves" "one" "none"
"5180" "edible" "brown" "waste" "two" "none"
"5181" "poison" "buff" "urban" "one" "foul"
"5182" "poison" "gray" "grasses" "one" "foul"
"5183" "poison" "yellow" "woods" "one" "foul"
"5184" "poison" "buff" "urban" "one" "foul"
"5185" "poison" "white" "grasses" "one" "foul"
"5186" "edible" "cinnamon" "leaves" "one" "none"
"5187" "poison" "red" "woods" "one" "fishy"
"5188" "poison" "yellow" "woods" "one" "foul"
"5189" "edible" "white" "woods" "one" "none"
"5190" "poison" "yellow" "paths" "one" "foul"
"5191" "poison" "pink" "grasses" "two" "none"
"5192" "poison" "gray" "urban" "one" "foul"
"5193" "poison" "brown" "woods" "one" "spicy"
"5194" "edible" "pink" "waste" "two" "none"
"5195" "poison" "brown" "leaves" "one" "foul"
"5196" "poison" "gray" "paths" "one" "foul"
"5197" "poison" "buff" "urban" "one" "foul"
"5198" "edible" "pink" "waste" "two" "none"
"5199" "poison" "yellow" "paths" "one" "foul"
"5200" "poison" "gray" "grasses" "one" "foul"
"5201" "poison" "gray" "woods" "one" "foul"
"5202" "poison" "buff" "grasses" "one" "foul"
"5203" "poison" "brown" "paths" "one" "foul"
"5204" "poison" "yellow" "woods" "one" "foul"
"5205" "poison" "yellow" "woods" "one" "foul"
"5206" "poison" "brown" "woods" "one" "none"
"5207" "edible" "buff" "waste" "two" "none"
"5208" "poison" "yellow" "grasses" "one" "foul"
"5209" "poison" "red" "leaves" "one" "fishy"
"5210" "poison" "gray" "urban" "one" "foul"
"5211" "edible" "brown" "waste" "two" "none"
"5212" "poison" "gray" "paths" "one" "foul"
"5213" "poison" "brown" "woods" "one" "fishy"
"5214" "poison" "gray" "urban" "one" "foul"
"5215" "poison" "gray" "grasses" "one" "foul"
"5216" "poison" "pink" "meadows" "two" "none"
"5217" "edible" "buff" "waste" "two" "none"
"5218" "poison" "white" "urban" "one" "foul"
"5219" "poison" "brown" "woods" "one" "fishy"
"5220" "edible" "brown" "waste" "two" "none"
"5221" "poison" "yellow" "woods" "one" "foul"
"5222" "edible" "pink" "waste" "two" "none"
"5223" "poison" "gray" "urban" "one" "foul"
"5224" "edible" "pink" "waste" "two" "none"
"5225" "poison" "brown" "woods" "one" "none"
"5226" "poison" "buff" "grasses" "one" "foul"
"5227" "poison" "brown" "paths" "one" "foul"
"5228" "poison" "brown" "woods" "one" "foul"
"5229" "poison" "buff" "urban" "one" "foul"
"5230" "poison" "brown" "leaves" "one" "foul"
"5231" "edible" "pink" "waste" "two" "none"
"5232" "edible" "cinnamon" "leaves" "one" "none"
"5233" "poison" "yellow" "grasses" "one" "foul"
"5234" "edible" "brown" "waste" "two" "none"
"5235" "poison" "gray" "paths" "one" "foul"
"5236" "poison" "yellow" "woods" "one" "foul"
"5237" "poison" "gray" "urban" "one" "foul"
"5238" "poison" "white" "leaves" "one" "none"
"5239" "edible" "brown" "leaves" "one" "none"
"5240" "poison" "yellow" "woods" "one" "none"
"5241" "poison" "white" "grasses" "one" "foul"
"5242" "poison" "yellow" "woods" "one" "none"
"5243" "poison" "yellow" "woods" "one" "foul"
"5244" "edible" "buff" "waste" "two" "none"
"5245" "poison" "yellow" "paths" "one" "foul"
"5246" "poison" "brown" "paths" "one" "fishy"
"5247" "poison" "yellow" "woods" "one" "foul"
"5248" "poison" "yellow" "paths" "one" "foul"
"5249" "poison" "white" "grasses" "two" "none"
"5250" "poison" "yellow" "grasses" "one" "foul"
"5251" "poison" "white" "grasses" "one" "foul"
"5252" "poison" "buff" "grasses" "one" "foul"
"5253" "edible" "buff" "waste" "two" "none"
"5254" "poison" "yellow" "paths" "one" "foul"
"5255" "poison" "buff" "grasses" "one" "foul"
"5256" "poison" "buff" "meadows" "two" "none"
"5257" "poison" "white" "grasses" "one" "foul"
"5258" "edible" "brown" "waste" "two" "none"
"5259" "poison" "gray" "urban" "one" "foul"
"5260" "poison" "yellow" "woods" "one" "none"
"5261" "poison" "gray" "grasses" "one" "foul"
"5262" "poison" "yellow" "woods" "one" "foul"
"5263" "poison" "brown" "woods" "one" "none"
"5264" "poison" "buff" "urban" "one" "foul"
"5265" "edible" "red" "waste" "two" "none"
"5266" "poison" "brown" "woods" "one" "foul"
"5267" "poison" "brown" "woods" "one" "fishy"
"5268" "poison" "brown" "leaves" "one" "fishy"
"5269" "poison" "white" "urban" "one" "foul"
"5270" "edible" "brown" "waste" "two" "none"
"5271" "poison" "gray" "grasses" "one" "foul"
"5272" "edible" "buff" "waste" "two" "none"
"5273" "poison" "white" "urban" "one" "foul"
"5274" "edible" "brown" "leaves" "one" "none"
"5275" "poison" "brown" "leaves" "one" "spicy"
"5276" "poison" "white" "grasses" "one" "foul"
"5277" "poison" "gray" "urban" "one" "foul"
"5278" "poison" "yellow" "woods" "one" "none"
"5279" "poison" "white" "meadows" "two" "none"
"5280" "poison" "yellow" "paths" "one" "foul"
"5281" "edible" "pink" "waste" "two" "none"
"5282" "poison" "white" "leaves" "one" "none"
"5283" "poison" "buff" "urban" "one" "foul"
"5284" "edible" "white" "woods" "one" "none"
"5285" "edible" "green" "woods" "one" "none"
"5286" "edible" "buff" "waste" "two" "none"
"5287" "poison" "gray" "grasses" "one" "foul"
"5288" "poison" "red" "woods" "one" "fishy"
"5289" "poison" "yellow" "paths" "one" "foul"
"5290" "poison" "gray" "grasses" "one" "foul"
"5291" "poison" "buff" "grasses" "one" "foul"
"5292" "edible" "red" "waste" "two" "none"
"5293" "poison" "red" "woods" "one" "fishy"
"5294" "poison" "gray" "grasses" "one" "foul"
"5295" "poison" "yellow" "woods" "one" "foul"
"5296" "edible" "brown" "waste" "two" "none"
"5297" "poison" "gray" "grasses" "one" "foul"
"5298" "poison" "brown" "leaves" "one" "spicy"
"5299" "poison" "white" "grasses" "one" "foul"
"5300" "edible" "cinnamon" "leaves" "one" "none"
"5301" "poison" "gray" "grasses" "one" "foul"
"5302" "poison" "gray" "paths" "one" "foul"
"5303" "edible" "green" "woods" "one" "none"
"5304" "poison" "yellow" "paths" "one" "foul"
"5305" "poison" "brown" "leaves" "one" "foul"
"5306" "poison" "brown" "leaves" "one" "spicy"
"5307" "edible" "red" "waste" "two" "none"
"5308" "poison" "gray" "urban" "one" "foul"
"5309" "edible" "brown" "waste" "two" "none"
"5310" "edible" "red" "waste" "two" "none"
"5311" "poison" "brown" "paths" "one" "foul"
"5312" "poison" "brown" "woods" "one" "none"
"5313" "poison" "brown" "paths" "one" "spicy"
"5314" "edible" "buff" "waste" "two" "none"
"5315" "poison" "white" "grasses" "one" "foul"
"5316" "poison" "yellow" "grasses" "one" "foul"
"5317" "edible" "brown" "waste" "two" "none"
"5318" "poison" "white" "meadows" "two" "none"
"5319" "edible" "brown" "leaves" "one" "none"
"5320" "poison" "yellow" "paths" "one" "foul"
"5321" "poison" "buff" "grasses" "one" "foul"
"5322" "poison" "brown" "leaves" "one" "spicy"
"5323" "poison" "gray" "urban" "one" "foul"
"5324" "poison" "gray" "urban" "one" "foul"
"5325" "poison" "brown" "paths" "one" "foul"
"5326" "edible" "white" "woods" "one" "none"
"5327" "poison" "brown" "leaves" "one" "spicy"
"5328" "poison" "gray" "grasses" "one" "foul"
"5329" "poison" "red" "leaves" "one" "fishy"
"5330" "poison" "white" "grasses" "one" "foul"
"5331" "poison" "gray" "woods" "one" "foul"
"5332" "poison" "white" "urban" "one" "foul"
"5333" "poison" "yellow" "woods" "one" "none"
"5334" "poison" "white" "urban" "one" "foul"
"5335" "poison" "gray" "urban" "one" "foul"
"5336" "edible" "cinnamon" "leaves" "one" "none"
"5337" "poison" "white" "urban" "one" "foul"
"5338" "poison" "brown" "paths" "one" "spicy"
"5339" "poison" "pink" "grasses" "two" "none"
"5340" "poison" "yellow" "paths" "one" "foul"
"5341" "edible" "pink" "waste" "two" "none"
"5342" "poison" "buff" "grasses" "two" "none"
"5343" "poison" "yellow" "woods" "one" "none"
"5344" "poison" "yellow" "paths" "one" "foul"
"5345" "edible" "brown" "leaves" "one" "none"
"5346" "edible" "brown" "leaves" "one" "none"
"5347" "poison" "brown" "leaves" "one" "fishy"
"5348" "poison" "gray" "urban" "one" "foul"
"5349" "poison" "buff" "urban" "one" "foul"
"5350" "poison" "gray" "grasses" "one" "foul"
"5351" "poison" "buff" "grasses" "one" "foul"
